VendorNumber,VendorName,Brand,Description,PurchasePrice,ActualPrice,Volume,TotalPurchaseQuantity,TotalPurchaseDollars,TotalSalesQuantity,TotalSalesDollars,TotalSalesPrice,TotalExciseTax,FreightCost,GrossProfit,ProfitMargin,StockTurnOver,SalestoPurchaseRatio
9552,M S WALKER INC,35294,Mionetto Prosecco Brut,3.44,4.99,187.0,10161.0,34953.83943605423,9383.0,48022.169602394104,11021.269508361816,264.71999945677817,55551.819732666016,13068.330166339874,27.213119012616133,0.9234327329987206,1.3738739542546543
9819,TREASURY WINE ESTATES,16837,Beringer Classic Pink Moscat,3.42,5.99,750.0,10219.0,34948.979709625244,10154.0,57972.458580970764,28928.798873901367,1131.539998754859,14836.570001602173,23023.47887134552,39.71451174386261,0.9936392993443586,1.6587739917627597
653,STATE WINE & SPIRITS,16761,Dolin Dry White Vermouth,8.84,12.99,750.0,3949.0,34909.16024398804,3860.0,54001.399463653564,35492.62941932678,427.73999869823456,8014.9800016880035,19092.239219665527,35.355082292850284,0.977462648771841,1.5469120163941366
3924,HEAVEN HILL DISTILLERIES,6448,Dubonnet Rouge,6.03,9.49,750.0,5789.0,34907.67032909393,5764.0,58171.85889625549,30378.029314041138,641.4399981498718,14069.870025634766,23264.18856716156,39.99216976829164,0.9956814648471238,1.6664491886120494
1128,BROWN-FORMAN CORP,2250,Jack Daniels Family 4 Pk/50m,9.69,12.99,50.0,3602.0,34903.37962818146,3267.0,48646.329723358154,21948.189661026,168.33999895304441,68601.68014144897,13742.950095176697,28.250744040362502,0.9069961132704053,1.3937426759694198
9552,M S WALKER INC,22584,Cambria Katherines Chard,11.91,21.99,750.0,2930.0,34896.29972457886,2897.0,52837.02974510193,29497.8696308136,321.94999976456165,55551.819732666016,17940.73002052307,33.95484210046119,0.9887372013651877,1.514115541249971
9552,M S WALKER INC,47014,Juan Gil Jumilla Rd,8.16,13.99,750.0,4276.0,34892.15969467163,4205.0,57635.949687957764,27046.33955001831,468.5599992573261,55551.819732666016,22743.789993286133,39.46111778572486,0.9833956969130028,1.6518309612333721
1590,DIAGEO CHATEAU ESTATE WINES,45460,New Harbor Svgn Bl Marlboro,6.53,9.99,750.0,5343.0,34889.79041862488,5309.0,55559.90917778015,26502.759422302246,591.5499994456768,7259.750034332275,20670.118759155273,37.203298322564194,0.9936365337825191,1.5924403245518248
2000,SOUTHERN WINE & SPIRITS NE,12479,Geyser Peak Cab Svgn,7.94,15.99,750.0,4392.0,34872.47950839996,4407.0,57755.929653167725,29574.469484329224,490.3799993097782,19016.589984714985,22883.45014476776,39.620953696332165,1.0034153005464481,1.6562037018117874
9819,TREASURY WINE ESTATES,33038,Beringer Fndrs Est Chard,10.8,15.99,1500.0,3227.0,34851.6010093689,3326.0,60151.739614486694,35486.37955093384,742.2899939715862,14836.570001602173,25300.138605117798,42.06052687298277,1.0306786488999071,1.7259390636980076
9165,ULTRA BEVERAGE COMPANY LLP,2414,Brooklyn Gin,30.3,39.99,750.0,1150.0,34845.000507354736,867.0,33493.331340789795,26377.171146392822,683.5800159573555,68054.7001876831,-1351.6691665649414,-4.035636684843031,0.7539130434782608,0.9612090932161231
6785,PALM BAY INTERNATIONAL INC,6390,Chamucos Blanco Tequila,31.74,39.99,750.0,1097.0,34818.780351638794,830.0,28211.701328277588,24574.771213531494,654.8000165820122,13605.41001367569,-6607.079023361206,-23.419640476410038,0.7566089334548769,0.8102438122003249
7245,PROXIMO SPIRITS INC.,8476,1800 Reposado Gold Tequila,8.98,14.49,375.0,3877.0,34815.46053695679,3754.0,49957.45928001404,41636.79928588867,1469.0899683833122,38994.7800655365,15141.998743057251,30.309785488060143,0.9682744389992262,1.4349216844908297
1392,CONSTELLATION BRANDS INC,4309,Paul Masson Gr Amber Brandy,7.08,8.99,750.0,4913.0,34784.03975868225,5048.0,44388.519203186035,23878.339389801025,3976.7800565361977,79528.99032592773,9604.479444503784,21.63730535938764,1.027478119275392,1.276117423713169
8112,MOET HENNESSY USA INC,26787,Moet & Chandon Imperial,6.86,10.49,187.0,5070.0,34780.19981813431,5084.0,56903.65958213806,21277.59956741333,145.03999884426594,48347.26006126404,22123.459764003754,38.8787995824231,1.0027613412228797,1.6360935210173415
4425,MARTIGNETTI COMPANIES,38369,Oyster Bay Pnt Nr Marlboro,9.0,14.99,750.0,3860.0,34740.0,3388.0,52515.11981391907,26166.10961341858,377.0000000447035,144929.24016594887,17775.119813919067,33.84762307865438,0.877720207253886,1.511661479963128
2242,DELICATO VINEYARDS INC,25521,Z Alexander Brown Uncaged Pn,12.9,19.99,750.0,2693.0,34739.70005226135,2240.0,33757.599826812744,17748.259731292725,249.1700001657009,7982.649974822998,-982.1002254486084,-2.909271484012773,0.8317861121425919,0.9717297436658587
17035,PERNOD RICARD USA,1238,The Glenlivet 12 Yr Single,3.56,4.99,50.0,9754.0,34724.24060153961,9273.0,46272.26890850067,21192.529027938843,476.6999977044761,123780.22020339966,11548.02830696106,24.95669345671436,0.9506868976830019,1.332563883526629
4692,KOBRAND CORPORATION,15824,Nozzole Chianti Clsc RSV,10.73,18.99,750.0,3232.0,34679.35879898071,3373.0,59229.26955413818,33212.129568099976,374.9099991619587,9139.379997327924,24549.91075515747,41.44895072987142,1.0436262376237624,1.7079113226245415
4425,MARTIGNETTI COMPANIES,16695,Ch Hyot Brdx Castillon,10.27,15.99,750.0,3376.0,34671.51978492737,2766.0,43333.339796066284,22808.44966697693,307.5299996584654,144929.24016594887,8661.820011138916,19.988812429189267,0.8193127962085308,1.2498252186483167
10754,PERFECTA WINES,3681,OuterSpace Vodka,23.07,29.99,750.0,1502.0,34651.139488220215,788.0,23632.119890213013,16374.539875030518,621.0200133919716,28720.519941329956,-11019.019598007202,-46.62730067889767,0.5246338215712384,0.6820012339925168
3252,E & J GALLO WINERY,37657,Maso Canali Pinot Grigio Tr,12.16,17.99,750.0,2845.0,34595.19948577881,2762.0,49688.379695892334,27542.68964958191,307.0499990582466,61966.90998840332,15093.180210113525,30.37567395533579,0.9708260105448154,1.4362796120403336
4692,KOBRAND CORPORATION,8744,Jadot Bourgogne Pinot Noir,12.32,17.99,750.0,2807.0,34582.23927307129,2783.0,50669.16969871521,32119.35959625244,308.6299991160631,9139.379997327924,16086.93042564392,31.748952116836893,0.991449946562166,1.4651789694304322
8352,LUXCO INC,7991,Stock Italian X Dry Vermouth,7.24,9.99,1500.0,4771.0,34542.03914833069,4827.0,47056.72897720337,33554.61921310425,7588.67016851902,10261.599949359894,12514.68982887268,26.594899604975563,1.0117375812198701,1.36230315689042
9815,WINE GROUP INC,12495,Cupcake Malbec,4.66,6.99,750.0,7401.0,34488.658935546875,7621.0,60351.78856277466,30607.98911857605,847.6899995803833,27100.410036087036,25863.129627227783,42.85395717862836,1.0297257127415214,1.7499024440341777
8892,TRINCHERO FAMILY ESTATES,41033,Menage a Trois White,5.91,8.99,750.0,5835.0,34484.84937286377,5842.0,55806.57918930054,30154.479278564453,649.5099995732307,11595.970090389252,21321.729816436768,38.2064805371992,1.0011996572407884,1.6182926764706966
2000,SOUTHERN WINE & SPIRITS NE,8749,Lugny Les Charmes Macon,9.8,14.99,750.0,3514.0,34437.19965362549,3398.0,53034.01982498169,23654.839653015137,378.92999961972237,19016.589984714985,18596.8201713562,35.0658317674727,0.9669891861126921,1.5400212664910562
9165,ULTRA BEVERAGE COMPANY LLP,26275,Fathom Merlot 13,8.55,12.99,750.0,4025.0,34413.749795913696,3027.0,39320.72979736328,16237.499713897705,338.12999960780144,68054.7001876831,4906.980001449585,12.479371636125205,0.7520496894409938,1.1425877746700024
9165,ULTRA BEVERAGE COMPANY LLP,12943,Middle Sister Drama Queen Pi,4.6,9.99,750.0,7481.0,34412.60016584396,7554.0,71732.45859146118,40044.689054489136,839.5299987494946,68054.7001876831,37319.85842561722,52.02645937199155,1.0097580537361315,2.084482376971294
4425,MARTIGNETTI COMPANIES,25510,K Volk Pnt Nr San Benito,13.01,18.99,750.0,2644.0,34398.439083099365,2439.0,46316.60965538025,23718.509714126587,271.40999917685986,144929.24016594887,11918.170572280884,25.731958062039283,0.9224659606656581,1.346474168304239
90056,SWEET BABY VINEYARD,16670,Sweet Baby Vyds White Peach,8.27,11.99,750.0,4159.0,34394.92947387695,3720.0,44602.79952430725,31677.57939529419,411.8299984186888,703.6399949491024,10207.870050430298,22.8861644544695,0.8944457802356336,1.296784154134789
1392,CONSTELLATION BRANDS INC,24592,Vendange Cab Svgn,4.69,9.99,1500.0,7328.0,34368.31948375702,7667.0,61116.32865524292,26973.72922706604,1717.3999940156937,79528.99032592773,26748.0091714859,43.76573292281898,1.0462609170305677,1.77827515494691
2242,DELICATO VINEYARDS INC,12343,Bota Box Znfdl,11.18,17.99,3000.0,3072.0,34344.9609375,3033.0,55937.66946220398,44439.949449539185,1364.8499696850777,7982.649974822998,21592.70852470398,38.60137315748158,0.9873046875,1.6287009195904396
8004,SAZERAC CO INC,539,Bowman's Vodka,4.2,5.79,1000.0,8171.0,34318.20031070709,8154.0,47211.66073894501,4400.399971008301,8561.700011014938,50293.61984348297,12893.460428237915,27.30990654942598,0.9979194713009424,1.3757032802275249
3252,E & J GALLO WINERY,16394,Ghost Pines Red L Martini,9.03,17.99,750.0,3800.0,34313.999950408936,3514.0,58908.859647750854,32980.69955825806,390.599999114871,61966.90998840332,24594.85969734192,41.75069733892048,0.9247368421052632,1.7167587495741314
3960,DIAGEO NORTH AMERICA INC,3743,Smirnoff Sorbet Pine/Coconut,8.02,10.99,750.0,4275.0,34285.4994468689,4897.0,58174.02930831909,41019.53921127319,3859.4000766277313,257032.06952285767,23888.529861450195,41.06390797660298,1.1454970760233918,1.6967531535735525
480,BACARDI USA INC,4244,Castillo Gold Rum,9.84,12.99,1750.0,3481.0,34253.04038619995,3164.0,33674.359983444214,13280.599716186523,5814.2600556612015,89286.26965904236,-578.6804027557373,-1.7184599886686542,0.9089342143062339,0.9831057215292083
1128,BROWN-FORMAN CORP,12227,Korbel Sweet Rose,8.44,12.99,750.0,4058.0,34249.51975631714,3891.0,52288.08963012695,27801.389528274536,432.67999920248985,68601.68014144897,18038.569873809814,34.49842975983672,0.9588467225234105,1.5266809579273792
653,STATE WINE & SPIRITS,19260,The Beach House Pinot Grigio,6.45,10.99,750.0,5302.0,34197.900287628174,5258.0,51982.4190196991,30571.139293670654,583.7899983674288,8014.9800016880035,17784.518732070923,34.21256468524744,0.991701244813278,1.5200470959471408
1392,CONSTELLATION BRANDS INC,16328,Black Box Chard,2.75,3.99,500.0,12427.0,34174.25,12396.0,52523.0399992466,24606.20968604088,938.96000687778,79528.99032592773,18348.789999246597,34.93474482724114,0.9975054317212522,1.536918586340493
3252,E & J GALLO WINERY,11440,Peter Vella Sangria B/B,9.14,13.99,5000.0,3732.0,34110.481081962585,3678.0,55133.21934509277,42691.51934814453,2758.5,61966.90998840332,21022.738263130188,38.13080119908027,0.9855305466237942,1.6163131564346913
2242,DELICATO VINEYARDS INC,15138,Black Stallion Cab Svgn Napa,15.58,23.99,750.0,2189.0,34104.621112823486,2196.0,54276.03974914551,29914.889722824097,244.16999971866608,7982.649974822998,20171.41863632202,37.1644997121213,1.0031978072179077,1.5914570512187125
8004,SAZERAC CO INC,5820,Dr McGillicuddy's Peppermint,11.93,15.99,750.0,2857.0,34084.0107421875,1456.0,20369.439798355103,13136.609785079956,1147.2400198578835,50293.61984348297,-13714.570943832397,-67.3291513149021,0.5096254812740637,0.597624497669308
8112,MOET HENNESSY USA INC,27802,Moet & Chandon Imperial,16.33,24.49,375.0,2081.0,33982.73108673096,1962.0,48049.3796710968,32155.36969947815,113.05999870225787,48347.26006126404,14066.648584365845,29.275401015899842,0.9428159538683325,1.4139351998656273
480,BACARDI USA INC,4670,Bacardi Dragon Berry Rum,2.87,4.49,375.0,11838.0,33975.05921840668,11651.0,57972.98866724968,33294.52889800072,4573.979950845242,89286.26965904236,23997.929448843002,41.39501861217654,0.9842034127386383,1.706339591480142
4692,KOBRAND CORPORATION,19896,Masi Soave 2012 Classico,6.62,11.49,750.0,5131.0,33967.22050189972,7426.0,51121.73906326294,17316.73946762085,831.0299997925758,9139.379997327924,17154.51856136322,33.55621087172832,1.4472812317287078,1.5050315659594167
9165,ULTRA BEVERAGE COMPANY LLP,6600,Patron Roca Reposado Tequila,57.96,79.99,750.0,586.0,33964.56088256836,330.0,23721.699501037598,17582.559478759766,260.28000432252884,68054.7001876831,-10242.861381530762,-43.1792898358009,0.5631399317406144,0.6984250314041979
9552,M S WALKER INC,2818,Rough Rider Straight Bourbon,25.57,32.99,750.0,1328.0,33956.95960235596,1202.0,39653.9818611145,32198.241638183594,947.9200209975243,55551.819732666016,5697.022258758545,14.366835287089188,0.9051204819277109,1.1677718595973263
1392,CONSTELLATION BRANDS INC,38441,Toasted Head Cab Svgn,6.7,10.99,750.0,5065.0,33935.50039100647,4966.0,55479.33958816528,30578.849378585815,551.9999988377094,79528.99032592773,21543.839197158813,38.83218393925239,0.9804540967423495,1.6348466634919085
8664,"STOLI GROUP,(USA) LLC",3455,Stolichnaya Gluten Free 80*,14.38,19.99,750.0,2359.0,33922.41946697235,1267.0,22225.32995033264,12642.849836349487,998.5700119137764,18544.49001264572,-11697.08951663971,-52.62954270096063,0.5370919881305638,0.6551811545155773
3960,DIAGEO NORTH AMERICA INC,2795,George Dickel Rye,18.74,25.99,750.0,1810.0,33919.40052032471,1916.0,48836.83969116211,38071.02965736389,1511.1000316143036,257032.06952285767,14917.439170837402,30.54546376295716,1.0585635359116021,1.4397907669947994
9815,WINE GROUP INC,41712,Fish Eye Chard,3.28,4.99,750.0,10340.0,33915.20059990883,10181.0,56803.5486574173,26472.168996810913,1134.5500001758337,27100.410036087036,22888.34805750847,40.29387001074228,0.9846228239845262,1.6748699005946612
9165,ULTRA BEVERAGE COMPANY LLP,4317,Pyrat XO Reserve Rum,23.73,34.99,750.0,1429.0,33910.171058654785,1553.0,53157.47244644165,45371.74222564697,1225.2200304865837,68054.7001876831,19247.301387786865,36.20808232968435,1.086773967809657,1.567596705852489
3252,E & J GALLO WINERY,8701,Sheffield Cream Sherry,6.7,9.99,1500.0,5043.0,33788.10047531128,4901.0,48960.98893928528,31498.46927833557,1092.4099916815758,61966.90998840332,15172.888463973999,30.989750805052857,0.9718421574459647,1.4490601202947386
480,BACARDI USA INC,8654,M & R Sweet Vermouth,3.55,5.29,375.0,9515.0,33778.249406814575,9560.0,50572.399698257446,34866.3897485733,552.0799932293594,89286.26965904236,16794.15029144287,33.208134064521246,1.0047293746715713,1.4971882967995003
12546,JIM BEAM BRANDS COMPANY,1520,Pinnacle Vodka Cane 4/50mls,3.02,3.99,50.0,11162.0,33709.23978805542,12049.0,48075.51027703285,9923.13002371788,628.7199938930571,123880.96989059448,14366.270488977432,29.88272075780887,1.079466045511557,1.4261819779770886
1392,CONSTELLATION BRANDS INC,21951,Ruffino Aziano Chianti Clsc,8.27,12.99,750.0,4076.0,33708.51946258545,4028.0,51363.71957588196,32014.979427337646,446.81999884545803,79528.99032592773,17655.20011329651,34.37290028658006,0.9882237487733072,1.5237607701190432
1189,BULLY BOY DISTILLERS,3342,Bully Boy Old Fashioned RTD,21.53,27.99,750.0,1564.0,33672.918560028076,1127.0,26673.729822158813,19920.579807281494,888.4800167679787,609.3899988532066,-6999.188737869263,-26.24000761998717,0.7205882352941176,0.7921419040232007
9165,ULTRA BEVERAGE COMPANY LLP,2302,St George Botanivore Gin,23.43,29.99,750.0,1437.0,33668.91036224365,1282.0,38447.179737091064,31189.59976196289,1011.1500242948532,68054.7001876831,4778.269374847412,12.428140132831857,0.8921363952679193,1.1419193351800825
516,BANFI PRODUCTS CORP,8978,Riunite Lambrusco,10.78,14.99,3000.0,3122.0,33655.159264564514,3115.0,49737.84943771362,36089.43948364258,1401.7499685287476,8510.41000366211,16082.690173149109,32.33491265698842,0.9977578475336323,1.4778670053741971
7239,REMY COINTREAU USA INC,8637,Metaxa Ouzo,13.48,18.99,750.0,2494.0,33619.11895751953,2482.0,45723.17957687378,34554.25957107544,1956.6500428915024,16978.669976234436,12104.060619354248,26.472482297526685,0.9951884522854851,1.3600350334774896
7153,PINE STATE TRADING CO,8655,Plomari Ouzo,12.3,15.99,750.0,2733.0,33615.901193618774,2717.0,47849.829694747925,30275.869607925415,2140.8600358366966,15884.819953918457,14233.92850112915,29.747082888137193,0.9941456275155507,1.4234284370109687
9552,M S WALKER INC,19215,Dom Vacheron Sancerre Blanc,18.79,27.99,750.0,1789.0,33615.30952453613,1656.0,46821.43980026245,27072.429780960083,183.80999955534935,55551.819732666016,13206.130275726318,28.205305800212265,0.9256567915036333,1.3928605883009062
9165,ULTRA BEVERAGE COMPANY LLP,169,Twisted Shotz Multi Pack,13.17,16.99,1100.0,2552.0,33609.840410232544,2546.0,43256.539810180664,16701.169775009155,2941.7599577903748,68054.7001876831,9646.69939994812,22.301135139981117,0.9976489028213166,1.2870200894203345
1485,CASTLE BRANDS CORP.,4276,Goslings Gold Seal Rum,23.84,30.99,1750.0,1409.0,33590.55875778198,1053.0,26668.469806671143,21176.65980911255,1936.0500345230103,8497.589941978455,-6922.08895111084,-25.956078475035987,0.7473385379701917,0.7939275437177065
4425,MARTIGNETTI COMPANIES,25163,Colavita Pnt Nr,3.24,4.99,750.0,10367.0,33589.08023571968,10367.0,51731.32989692688,7804.359642028809,1164.5000023394823,144929.24016594887,18142.2496612072,35.070139695528965,1.0,1.5401234429132764
7154,PREMIER DISTRIBUTORS,8252,Gazdina Rakija Plum Brandy,16.01,20.49,750.0,2098.0,33588.97937774658,2050.0,41180.99969673157,25576.79970932007,1615.6000247597694,432.3700008392334,7592.020318984985,18.435735836659507,0.9771210676835081,1.22602712138419
9552,M S WALKER INC,5609,Integre Vodka,4.68,5.99,750.0,7171.0,33560.28015136719,430.0,2575.6999530792236,916.4699649810791,338.4400029182434,55551.819732666016,-30984.580198287964,-1202.957672194939,0.05996374285315856,0.07674846400155257
1655,FABRIZIA SPIRITS LLC,3546,Vera Blood Orange Vodka,16.92,21.99,750.0,1983.0,33552.35928153992,1618.0,28174.819763183594,21489.869722366333,1275.82002723217,1824.8899965286255,-5377.539518356323,-19.086331566824164,0.815935451336359,0.8397269332617401
8112,MOET HENNESSY USA INC,1133,Glenmorangie Collection 4 Pk,23.01,31.99,100.0,1458.0,33548.57968711853,1519.0,48592.809774398804,33717.459758758545,155.74999936670065,48347.26006126404,15044.230087280273,30.959786349309542,1.041838134430727,1.4484312071505288
9165,ULTRA BEVERAGE COMPANY LLP,2787,Glenrothes Vintage Rsv,33.08,46.99,750.0,1014.0,33543.1192779541,982.0,43350.18156814575,37289.56141662598,774.7100188136101,68054.7001876831,9807.06229019165,22.622886307350555,0.9684418145956607,1.2923718038541887
1392,CONSTELLATION BRANDS INC,6273,Vendange Wh Znfdl,4.66,9.99,1500.0,7194.0,33524.03893661499,7215.0,57851.84860038757,28075.499198913574,1615.5299905836582,79528.99032592773,24327.809663772583,42.05191407420229,1.0029190992493744,1.7256825381264465
1590,DIAGEO CHATEAU ESTATE WINES,14475,Belcreme de Lys Chard,6.57,12.99,750.0,5096.0,33480.718606472015,5013.0,51742.86929321289,22595.119499206543,558.9699993729591,7259.750034332275,18262.150686740875,35.29404328788608,0.983712715855573,1.5454527694399813
1485,CASTLE BRANDS CORP.,2595,Clontarf Irish Whiskey,12.3,17.99,750.0,2722.0,33480.60109424591,2581.0,44067.18960571289,30919.899585723877,2034.200038909912,8497.589941978455,10586.58851146698,24.02374330241956,0.9481998530492285,1.316200670402134
3960,DIAGEO NORTH AMERICA INC,4239,Pampero Ron Anejo Aniversari,15.14,21.99,750.0,2210.0,33459.39875125885,2170.0,46848.2995929718,30295.979679107666,1710.2100313305855,257032.06952285767,13388.900841712952,28.579267461228326,0.9819004524886877,1.4001536591033101
3252,E & J GALLO WINERY,7718,Andre Pink,3.68,5.99,750.0,9083.0,33425.439793109894,8906.0,52191.4384727478,19519.739238739014,994.6800018697977,61966.90998840332,18765.99867963791,35.95608634055322,0.9805130463503248,1.561428624299095
2561,EDRINGTON AMERICAS,2658,Cutty Sark,12.49,15.99,750.0,2676.0,33423.240898132324,2940.0,48856.599449157715,41535.019428253174,2319.4300537109375,9654.499965667725,15433.35855102539,31.589096918392794,1.0986547085201794,1.4617552977002837
9819,TREASURY WINE ESTATES,31201,Beringer Fndrs Est Cab Svgn,6.03,8.99,750.0,5540.0,33406.20031118393,5536.0,57529.63941192627,26154.8394241333,616.7800006270409,14836.570001602173,24123.43910074234,41.932192426955126,0.9992779783393502,1.7221246019011072
653,STATE WINE & SPIRITS,23253,Summers Cab Svgn Rsv,13.07,19.99,750.0,2554.0,33380.779556274414,3835.0,76661.64962387085,37781.09956741333,426.81999960541725,8014.9800016880035,43280.870067596436,56.457003312539825,1.5015661707126078,2.296580566509303
8112,MOET HENNESSY USA INC,664,Ardbeg Uigeadail Scotch,54.01,78.99,750.0,618.0,33378.17963409424,626.0,47357.738777160645,40119.69886779785,493.8600118756294,48347.26006126404,13979.559143066406,29.51905961736579,1.0129449838187703,1.4188232940297003
3252,E & J GALLO WINERY,33873,Bella Sera Pnt Grigio Del,4.48,6.49,750.0,7448.0,33367.03911590576,7113.0,46163.368673324585,20592.769273757935,792.9500013887882,61966.90998840332,12796.329557418823,27.71966155237098,0.9550214822771214,1.3835020995710383
480,BACARDI USA INC,7985,Noilly Prat Extra Dry Vermou,7.46,9.99,1000.0,4471.0,33353.658871650696,4365.0,43606.34907913208,32237.729261398315,4583.249836206436,89286.26965904236,10252.690207481384,23.511920681265728,0.9762916573473496,1.3073932682148934
8004,SAZERAC CO INC,6224,La Belle Orange Liqueur,12.22,16.99,750.0,2728.0,33336.15981006622,3054.0,51887.459438323975,41846.36943626404,2408.640054345131,50293.61984348297,18551.29962825775,35.75295423802499,1.1195014662756597,1.5564918015138618
90024,VINILANDIA USA,13397,Dom Seguinot-Bordet Chablis,13.69,21.99,750.0,2435.0,33335.14965057373,2229.0,49109.70964431763,28311.169706344604,247.569999396801,2802.6399850845337,15774.559993743896,32.12106141126235,0.915400410677618,1.4732110147725825
3252,E & J GALLO WINERY,46381,Ghost Pines Merlot L Martini,9.14,17.99,750.0,3647.0,33333.58025455475,3077.0,51133.22969055176,30643.769582748413,341.6399992108345,61966.90998840332,17799.64943599701,34.81033672959245,0.8437071565670414,1.53398552750915
7245,PROXIMO SPIRITS INC.,3981,Three Olives Berry Vodka,9.37,11.99,750.0,3554.0,33300.98051357269,3218.0,40313.81971359253,24417.49955368042,2535.0900346040726,38994.7800655365,7012.839200019836,17.39562078176217,0.9054586381541925,1.2105895709936099
12546,JIM BEAM BRANDS COMPANY,5251,DeKuyper Buttershots Schnpps,0.72,0.99,50.0,46242.0,33294.24018597603,45860.0,45401.39994955063,12401.730119466782,2389.349968791008,123880.96989059448,12107.1597635746,26.666930484583958,0.9917391116301199,1.3636412693590856
9744,FREDERICK WILDMAN & SONS,21233,Cavicchioli Prosecco,7.53,11.99,750.0,4415.0,33244.95027065277,4244.0,51093.55978393555,25525.02952003479,472.65999922156334,3999.929975271225,17848.609513282776,34.93318842680169,0.9612684031710079,1.536881823193424
8004,SAZERAC CO INC,3695,Rain Organics Vodka,7.68,11.99,750.0,4327.0,33231.36128568649,4263.0,50346.36932373047,36980.19928359985,3360.1900718808174,50293.61984348297,17115.008038043976,33.99452287809146,0.9852091518373006,1.5150257881676308
8352,LUXCO INC,7993,Stock Italian X Dry Vermouth,4.88,6.49,750.0,6809.0,33227.92057800293,6761.0,42631.888484954834,33810.378772735596,5330.54012542963,10261.599949359894,9403.967906951904,22.0585299904569,0.9929505066823322,1.2830140358881617
1392,CONSTELLATION BRANDS INC,14895,Vendange Pnt Grigio,5.15,9.99,1500.0,6449.0,33212.34970521927,6070.0,48436.7988243103,23797.219318389893,1359.229990631342,79528.99032592773,15224.449119091034,31.431575761876985,0.9412311986354474,1.4583972303741741
3960,DIAGEO NORTH AMERICA INC,2492,Crown Royal Hand Slct Barrel,41.66,54.99,750.0,797.0,33203.02042007446,1559.0,84969.4111366272,27494.9108543396,1228.1100081801414,257032.06952285767,51766.390716552734,60.92356063679738,1.9560853199498118,2.559086795767981
12546,JIM BEAM BRANDS COMPANY,1964,Jim Beam Single Barrel,23.07,29.99,750.0,1439.0,33197.72959899902,1462.0,44555.379972457886,37487.70995903015,1153.3900268673897,123880.96989059448,11357.650373458862,25.491086330045093,1.0159833217512162,1.3421212989758589
11567,CAMPARI AMERICA,8671,Appleton Est VX Jamaican Rum,14.49,19.99,750.0,2287.0,33138.63076210022,2411.0,48949.88955116272,38934.82956123352,1901.310041964054,20964.810007333755,15811.2587890625,32.30090799803843,1.0542195015303892,1.4771246857653944
1655,FABRIZIA SPIRITS LLC,4178,Fabrizia Limoncello,7.46,10.99,375.0,4438.0,33107.47916126251,5198.0,55487.0191783905,36286.79921722412,2038.0999711751938,1824.8899965286255,22379.54001712799,40.33292894177263,1.1712483100495719,1.6759662947492913
9815,WINE GROUP INC,43450,Fish Eye Pnt Grigio,11.33,16.99,3000.0,2922.0,33106.261348724365,2822.0,47945.779653549194,31159.659580230713,1269.8999781012535,27100.410036087036,14839.51830482483,30.95062466822631,0.9657768651608487,1.4482390248935981
3252,E & J GALLO WINERY,6285,Gallo Twin Valley Wh Znfdl C,6.62,9.99,1500.0,4999.0,33093.3807516098,5158.0,52268.41906929016,25893.44941520691,1153.069997817278,61966.90998840332,19175.03831768036,36.68570555436309,1.0318063612722546,1.5794221648614006
8112,MOET HENNESSY USA INC,19220,Veuve Clicquot Gold Label,44.29,68.99,750.0,747.0,33084.62888336182,725.0,48002.748863220215,34399.80889129639,80.16999976336956,48347.26006126404,14918.119979858398,31.077636871101532,0.9705488621151271,1.450907883308937
9819,TREASURY WINE ESTATES,25934,Gabbiano Chianti,5.15,7.99,750.0,6415.0,33037.24975824356,6421.0,54359.78883552551,26606.78928565979,714.9899990409613,14836.570001602173,21322.539077281952,39.22483794371755,1.0009353078721746,1.645409022643039
17035,PERNOD RICARD USA,7111,Jameson's Cooper Croze Irish,48.86,64.99,750.0,676.0,33029.360427856445,510.0,31619.900062561035,26820.68003463745,402.33000934123993,123780.22020339966,-1409.4603652954102,-4.457510499738284,0.7544378698224852,0.9573270463903172
4425,MARTIGNETTI COMPANIES,39775,Bogle Svgn Bl Cal,5.84,8.99,750.0,5646.0,32972.640632629395,5612.0,52533.878969192505,28778.309297561646,624.019998639822,144929.24016594887,19561.23833656311,37.23547303262039,0.9939780375487071,1.593256650400196
8320,SHAW ROSS INT L IMP LTD,58,Gekkeikan Black & Gold Sake,9.28,12.99,750.0,3550.0,32944.0002117157,3446.0,43341.539587020874,28145.639488220215,2715.1200481057167,3151.919994831085,10397.539375305176,23.98977856896168,0.9707042253521126,1.3156125336475548
1392,CONSTELLATION BRANDS INC,27515,Clos du Bois RSV Chard RRV,8.96,13.99,750.0,3674.0,32919.039145469666,3714.0,52355.85966682434,25248.099590301514,413.4999990314245,79528.99032592773,19436.820521354675,37.1244415525679,1.010887316276538,1.590443130355753
12546,JIM BEAM BRANDS COMPANY,5458,After Shock Hot & Cool Cinmn,12.79,15.99,750.0,2571.0,32883.089294433594,2495.0,40613.0495223999,34149.03952026367,1967.950047492981,123880.96989059448,7729.960227966309,19.03319331808091,0.970439517697394,1.2350740272227045
4425,MARTIGNETTI COMPANIES,46764,Clayhouse Adobe Red Paso Rbl,8.21,12.99,750.0,4003.0,32864.629121780396,4896.0,61676.03945159912,37110.63932800293,543.3199985027313,144929.24016594887,28811.410329818726,46.71410581159117,1.223082687984012,1.876669267225186
