VendorNumber,VendorName,Brand,Description,PurchasePrice,ActualPrice,Volume,TotalPurchaseQuantity,TotalPurchaseDollars,TotalSalesQuantity,TotalSalesDollars,TotalSalesPrice,TotalExciseTax,FreightCost,GrossProfit,ProfitMargin,StockTurnOver,SalestoPurchaseRatio
11567,CAMPARI AMERICA,652,Frangelico Gift Pack-Candle,16.41,21.99,750.0,606.0,9944.460025787354,525.0,11655.74990272522,9469.739902496338,413.97000962495804,20964.810007333755,1711.2898769378662,14.681937165945463,0.8663366336633663,1.1720847459289148
4425,MARTIGNETTI COMPANIES,25647,De Loach Russian River Chard,13.42,19.99,750.0,741.0,9944.219606399536,834.0,15708.65993309021,9649.8798828125,92.53999979794025,144929.24016594887,5764.440326690674,36.69593938148671,1.125506072874494,1.5796774965610179
9165,ULTRA BEVERAGE COMPANY LLP,25292,Ch Grand Renom Brdx Bl 14,8.05,11.99,750.0,1235.0,9941.749908447266,1235.0,14807.649965286255,7781.5098514556885,137.42000006139278,68054.7001876831,4865.900056838989,32.86071772527156,1.0,1.4894410040132422
4425,MARTIGNETTI COMPANIES,26379,Orin Swift Machete Red,30.66,45.99,750.0,324.0,9933.840347290039,321.0,14762.790306091309,7082.460258483887,35.810000002384186,144929.24016594887,4828.9499588012695,32.71027941654624,0.9907407407407407,1.4861110899692094
6213,MHW LTD,2793,Camus Elegance VS Cognac,17.18,21.99,750.0,578.0,9930.040084838867,700.0,14707.499914169312,9165.74990272522,551.700007379055,9621.58002614975,4777.459829330444,32.48315388210749,1.2110726643598615,1.481111837264851
1587,VINEYARD BRANDS INC,13498,Riva Rey Tempranillo,4.63,6.99,750.0,2144.0,9926.720205307007,2127.0,16978.729606628418,9487.169729232788,236.379999473691,6070.0899666547775,7052.009401321411,41.534376038171544,0.992070895522388,1.710406786478305
9552,M S WALKER INC,16971,Angeline Rsv Cab Svgn,7.43,13.99,750.0,1336.0,9926.4803981781,1361.0,20447.389865875244,12978.409803390503,150.9799998998642,55551.819732666016,10520.909467697144,51.45355733278967,1.0187125748502994,2.0598831656009864
9552,M S WALKER INC,10991,Ch Nicot Bordeaux,6.75,12.99,750.0,1470.0,9922.5,1469.0,10374.509955406189,3620.6699419021606,164.41000036895275,55551.819732666016,452.00995540618896,4.356928253470374,0.9993197278911564,1.045554039345547
3252,E & J GALLO WINERY,7818,Andre Cold Duck,3.71,5.99,750.0,2672.0,9913.120047569275,2616.0,15360.839567184448,4804.2998123168945,292.74000112712383,61966.90998840332,5447.719519615173,35.46498546377116,0.9790419161676647,1.549546408544802
90024,VINILANDIA USA,44780,Nicolis Valpo Seccal Ripasso,12.9,21.99,750.0,768.0,9907.200105667114,737.0,16976.629846572876,11725.909883499146,81.45999972522259,2802.6399850845337,7069.429740905762,41.64212688146045,0.9596354166666666,1.713564848343167
17035,PERNOD RICARD USA,24703,Kenwood J London Cab Svgn,15.43,22.99,750.0,642.0,9906.060165405273,616.0,19432.84006690979,11365.39002418518,68.42999988794327,123780.22020339966,9526.779901504517,49.024125494279666,0.9595015576323987,1.9617122995855296
9165,ULTRA BEVERAGE COMPANY LLP,17145,Honeymaker Blueberry Mead,11.56,17.99,750.0,856.0,9895.360102653503,812.0,14218.87984085083,11229.589853286743,89.57999956607819,68054.7001876831,4323.519738197327,30.40689411957655,0.9485981308411215,1.4369239414579715
9165,ULTRA BEVERAGE COMPANY LLP,22447,Pizzolato Pnt Grigio,4.72,12.99,750.0,2096.0,9893.119941234589,4311.0,30133.88938522339,11239.919631958008,481.76000072062016,68054.7001876831,20240.7694439888,67.16945557619977,2.0567748091603053,3.045944005957629
2000,SOUTHERN WINE & SPIRITS NE,25853,Purple Heart Red,11.4,16.99,750.0,867.0,9883.80020904541,520.0,8988.79995727539,4618.32993888855,57.929999738931656,19016.589984714985,-895.0002517700195,-9.956838020915358,0.5997693194925029,0.909447759683473
9165,ULTRA BEVERAGE COMPANY LLP,19895,Skeleton Malbec,6.45,9.99,1000.0,1531.0,9874.950105667114,1643.0,17372.569723129272,11422.249753952026,246.4500066936016,68054.7001876831,7497.619617462158,43.15780415306132,1.0731548007838014,1.7592564557019246
10754,PERFECTA WINES,17394,Ch La Mission 09 Blanc Pessc,519.47,829.99,750.0,19.0,9869.93017578125,19.0,15199.809814453125,3199.9599609375,2.140000030398369,28720.519941329956,5329.879638671875,35.06543636884077,1.0,1.540011889015212
1392,CONSTELLATION BRANDS INC,23211,Wild Horse Pnt Gris CC,8.27,11.99,750.0,1193.0,9866.109817504883,794.0,9732.05998802185,4044.7499256134033,88.61999996006489,79528.99032592773,-134.04982948303223,-1.3774044719002945,0.6655490360435876,0.9864131018240649
9552,M S WALKER INC,2236,Cedar Ridge Rye Whiskey,32.84,44.99,750.0,300.0,9851.99966430664,14.0,629.8600234985352,629.8600234985352,11.06000030040741,55551.819732666016,-9222.139640808105,-1464.1570026279899,0.04666666666666667,0.06393220107187886
7153,PINE STATE TRADING CO,2717,Big Peat Scotch,43.38,58.99,750.0,227.0,9847.260009765625,138.0,8329.62022781372,7540.75020980835,108.90000289678574,15884.819953918457,-1517.6397819519043,-18.219795626267583,0.6079295154185022,0.8458820239897347
90024,VINILANDIA USA,20552,Cafaggio Basilica Chianti Cl,9.58,13.99,750.0,1027.0,9838.659914016724,1073.0,16454.269844055176,11616.42982673645,118.73999959230423,2802.6399850845337,6615.609930038452,40.20603765914675,1.044790652385589,1.6724096561782231
9165,ULTRA BEVERAGE COMPANY LLP,25555,Brotte Optimum Chat du Pape,27.39,39.99,750.0,359.0,9833.009780883789,230.0,9197.70034790039,6598.3502769470215,25.399999856948853,68054.7001876831,-635.3094329833984,-6.907263869804413,0.6406685236768802,0.9353901351528711
4425,MARTIGNETTI COMPANIES,39631,Red Truck Cal,5.44,10.99,750.0,1807.0,9830.07984828949,1941.0,17710.589670181274,10186.949747085571,215.50999954342842,144929.24016594887,7880.509821891785,44.49603298731456,1.0741560597675706,1.8016730223471231
9165,ULTRA BEVERAGE COMPANY LLP,10734,A Bichot Chablis Long Depaqt,11.72,17.99,750.0,838.0,9821.359949111938,739.0,13133.609909057617,8326.3198928833,81.9199997484684,68054.7001876831,3312.2499599456787,25.21964625781507,0.8818615751789977,1.3372496250119799
4692,KOBRAND CORPORATION,13081,Dom Ferret Pouilly Fuisse,20.25,32.99,750.0,485.0,9821.25,466.0,14683.340147018433,9540.97010231018,51.62999975681305,9139.379997327924,4862.090147018433,33.11297087948833,0.9608247422680413,1.495058179663325
4425,MARTIGNETTI COMPANIES,28606,Cline Viognier Sonoma Count,6.62,9.99,750.0,1481.0,9804.220211029053,1416.0,14145.839742660522,7442.549829483032,157.52999971807003,144929.24016594887,4341.61953163147,30.691847289476687,0.9561107359891965,1.4428317028974376
9165,ULTRA BEVERAGE COMPANY LLP,2151,Bain's Cape Mountain Whisky,26.42,36.99,750.0,371.0,9801.820240020752,85.0,2807.1500282287598,2277.3100185394287,67.0400013923645,68054.7001876831,-6994.670211791992,-249.17336592107446,0.22911051212938005,0.2863906865754576
9165,ULTRA BEVERAGE COMPANY LLP,28239,Fetzer Eagle Peak Merlot,8.55,13.99,1500.0,1146.0,9798.299856185913,1239.0,16169.609872817993,10469.979816436768,276.15999791026115,68054.7001876831,6371.31001663208,39.402991579547034,1.081151832460733,1.6502464825680663
4425,MARTIGNETTI COMPANIES,13451,Clifford Bay Svgn Bl Marlbor,8.05,12.99,750.0,1214.0,9772.699886322021,1191.0,14288.089971542358,6935.219867706299,132.6099997907877,144929.24016594887,4515.390085220337,31.602475167875177,0.9810543657331137,1.462041210488836
4425,MARTIGNETTI COMPANIES,26990,Colavita Pinot Grigio,3.24,4.99,750.0,3016.0,9771.840010643005,3013.0,15034.869963645935,1312.3699398040771,338.67999970912933,144929.24016594887,5263.02995300293,35.00549034164478,0.9990053050397878,1.5385914983535032
173357,TAMWORTH DISTILLING,3666,Art in the Age Chicory Root,18.79,24.99,375.0,520.0,9770.799987792969,360.0,8996.399963378906,4873.049955368042,141.1899978518486,202.50000056624413,-774.4000244140625,-8.607887905899752,0.6923076923076923,0.9207434370387737
7153,PINE STATE TRADING CO,13595,Palagetto Brunello d Montlcn,32.88,50.99,750.0,297.0,9765.359928131104,251.0,12569.49038696289,9070.19030380249,27.73999986052513,15884.819953918457,2804.130458831787,22.309022661254737,0.8451178451178452,1.2871507532204645
10754,PERFECTA WINES,39575,Morgan Winery Double L Pnt N,30.61,45.99,750.0,319.0,9764.590148925781,191.0,8875.090274810791,6658.570240020752,21.099999949336052,28720.519941329956,-889.4998741149902,-10.02243184657582,0.5987460815047022,0.9089055597266573
1587,VINEYARD BRANDS INC,45333,Cono Sur Svgn Bl Cntrl Vly,4.76,6.99,750.0,2050.0,9757.999849319458,1985.0,16413.149604797363,8723.479759216309,220.76999980211258,6070.0899666547775,6655.149755477905,40.54767010429666,0.9682926829268292,1.6820198665961292
1392,CONSTELLATION BRANDS INC,20180,Rosatello Sw Sparkling Rose,9.65,13.99,750.0,1011.0,9756.150243759155,1016.0,14395.839811325073,10984.249822616577,112.20999954640865,79528.99032592773,4639.689567565918,32.22937757278959,1.0049455984174085,1.4755656126281829
516,BANFI PRODUCTS CORP,13433,C Y Toro Carmenere de Casa,12.33,19.99,750.0,791.0,9753.030395507812,779.0,14624.209909439087,8469.499897003174,86.48999978601933,8510.41000366211,4871.179513931274,33.309009813837584,0.9848293299620733,1.4994529204148601
9165,ULTRA BEVERAGE COMPANY LLP,9361,KAH Anejo Tequila,48.5,64.99,750.0,201.0,9748.5,356.0,24096.43928527832,22061.739303588867,281.01000678539276,68054.7001876831,14347.93928527832,59.543815231008715,1.771144278606965,2.471809948738608
9815,WINE GROUP INC,42678,Fish Eye Shiraz,3.33,4.99,750.0,2927.0,9746.909841537476,2863.0,15215.369594573975,8662.87963104248,317.9299996346235,27100.410036087036,5468.459753036499,35.94036752802004,0.9781346088144858,1.561045484357728
6785,PALM BAY INTERNATIONAL INC,6932,Santa Rita 120 Chard,3.99,5.99,750.0,2440.0,9735.600182294846,2492.0,14927.079549789429,6331.429758071899,278.1000000536442,13605.41001367569,5191.479367494583,34.778935492226395,1.021311475409836,1.5332469771032506
8673,STE MICHELLE WINE ESTATES,14130,14 Hands Hot to Trot White,5.8,9.99,750.0,1675.0,9714.99981212616,1714.0,16198.859788894653,7327.779823303223,191.16999973356724,15919.699905395508,6483.859976768494,40.02664422846348,1.0232835820895523,1.6674071129343109
480,BACARDI USA INC,4298,Bacardi Raspberry Rum,0.74,0.99,50.0,13120.0,9708.800189971924,11729.0,11611.709980249405,3445.200033187866,610.2699925899506,89286.26965904236,1902.909790277481,16.387851518115585,0.8939786585365853,1.1959984501733765
9165,ULTRA BEVERAGE COMPANY LLP,20102,Julia James Pnt Nr,6.7,9.99,750.0,1448.0,9701.59997177124,1443.0,13650.569875717163,4974.579887390137,161.4500002413988,68054.7001876831,3948.969903945923,28.928974686768928,0.9965469613259669,1.4070431594207395
9552,M S WALKER INC,38473,Adelsheim Pnt Gris Ore,10.38,15.99,750.0,934.0,9694.919832229614,785.0,12788.149932861328,8013.049886703491,86.99999985098839,55551.819732666016,3093.230100631714,24.1882533194511,0.8404710920770878,1.3190568002789085
9815,WINE GROUP INC,24003,Corbett Canyon Cab Svgn,4.54,7.99,1500.0,2135.0,9692.899949073792,2207.0,18187.929613113403,9147.82974433899,493.26999816298485,27100.410036087036,8495.029664039612,46.706963600270036,1.0337236533957845,1.8764177602855951
1392,CONSTELLATION BRANDS INC,10205,R Mondavi Pnt Nr Napa Vly,16.99,26.99,750.0,568.0,9650.320167541504,537.0,14598.629890441895,9700.439918518066,59.49999979138374,79528.99032592773,4948.309722900391,33.895713228130944,0.9454225352112676,1.512761197244403
3252,E & J GALLO WINERY,8075,Sheffield Tawny Port,6.75,9.99,1500.0,1429.0,9645.75,1437.0,14355.62974357605,7902.089818954468,320.83999741077423,61966.90998840332,4709.87974357605,32.80859027228434,1.0055983205038488,1.4882854877615581
12546,JIM BEAM BRANDS COMPANY,2638,Bowmore Islay 18-Yr Sgl Malt,95.38,123.99,750.0,101.0,9633.380332946777,90.0,11699.100463867188,10399.200439453125,71.04000174999237,123880.96989059448,2065.72013092041,17.65708515197738,0.8910891089108911,1.2144335694766992
1392,CONSTELLATION BRANDS INC,19486,Franciscan Equilibrium White,11.76,17.99,750.0,819.0,9631.439741134644,995.0,18795.05002784729,9312.889883041382,110.5800000578165,79528.99032592773,9163.610286712646,48.755445040771775,1.2148962148962148,1.9514268409504805
10754,PERFECTA WINES,17186,Columna Albarino,9.33,13.99,750.0,1032.0,9628.559911727905,1006.0,15379.939876556396,9329.89986038208,111.58999964594841,28720.519941329956,5751.379964828491,37.39533451359784,0.9748062015503876,1.5973250431586472
9625,WESTERN SPIRITS BEVERAGE CO,2794,Bird Dog Bourbon,10.5,14.99,750.0,917.0,9628.5,1770.0,28413.299715042114,21970.32968711853,1395.6900289654732,1933.1900101304054,18784.799715042114,66.11270040240123,1.93020719738277,2.9509580635656762
10754,PERFECTA WINES,17188,The Messenger Telegram Red 1,11.4,18.99,750.0,844.0,9621.600183486938,807.0,14002.929973602295,7272.829904556274,89.77999997138977,28720.519941329956,4381.329790115356,31.288664575019986,0.9561611374407583,1.4553639422301925
9165,ULTRA BEVERAGE COMPANY LLP,5989,Tanteo Jalapeno Tequila,2.3,2.99,50.0,4181.0,9616.299982070923,1957.0,5851.430041313171,2831.530009031296,100.61999946832657,68054.7001876831,-3764.8699407577515,-64.34102286409365,0.46806983975125566,0.6084907971072918
8320,SHAW ROSS INT L IMP LTD,8728,Blue Nun Authentic White,9.45,15.99,1500.0,1016.0,9601.200120925903,1027.0,16649.729850769043,11652.80983543396,228.5699977874756,3151.919994831085,7048.52972984314,42.334198770904216,1.0108267716535433,1.7341300713523098
4425,MARTIGNETTI COMPANIES,25715,Grgich Hills Fume Bl Napa,16.44,29.99,750.0,584.0,9600.959930419922,518.0,15336.819919586182,9554.769926071167,57.40999975800514,144929.24016594887,5735.85998916626,37.39927846346536,0.886986301369863,1.5974256773005184
7153,PINE STATE TRADING CO,27219,Poggio Antico 11 Brun Altero,53.33,79.99,750.0,180.0,9599.400329589844,72.0,5444.279876708984,3189.5799102783203,7.989999979734421,15884.819953918457,-4155.120452880859,-76.32084585983097,0.4,0.5671479144303594
10754,PERFECTA WINES,12534,Ch Beaulieu Grand Vin Brdx,6.89,11.99,750.0,1393.0,9597.770036697388,1356.0,13600.43970489502,8709.319801330566,150.25999949872494,28720.519941329956,4002.669668197632,29.43044309631405,0.9734386216798278,1.4170416308052072
7153,PINE STATE TRADING CO,25109,Tomaiolo Toscana,6.8,13.99,750.0,1410.0,9587.999897956848,1129.0,11837.709817886353,6879.439849853516,125.35999955236912,15884.819953918457,2249.7099199295044,19.00460439172342,0.800709219858156,1.2346380834243549
10754,PERFECTA WINES,24606,Fortant Cab Svgn,5.15,11.99,750.0,1861.0,9584.149946689606,2143.0,18554.569763183594,7701.589807510376,239.33000016212463,28720.519941329956,8970.419816493988,48.34614831271002,1.15153143471252,1.935964051730263
1587,VINEYARD BRANDS INC,21338,Vincent Delaporte Sancerre,12.98,19.99,750.0,736.0,9553.27978515625,733.0,14652.669904708862,7636.179912567139,81.52999998629093,6070.0899666547775,5099.390119552612,34.80178119561572,0.9959239130434783,1.5337842326648876
7153,PINE STATE TRADING CO,20660,WillM Alsace Rsl,7.38,10.99,750.0,1294.0,9549.719773292542,1100.0,12969.999933242798,3786.769926071167,122.95999829471111,15884.819953918457,3420.2801599502563,26.37070298808481,0.8500772797527048,1.3581550287491857
9552,M S WALKER INC,23220,Parducci Pnt Nr,7.74,12.99,750.0,1233.0,9543.419788360596,1199.0,14535.009860992432,9617.079818725586,132.8599995970726,55551.819732666016,4991.590072631836,34.341841666222415,0.9724249797242498,1.523039977631468
7153,PINE STATE TRADING CO,22170,Bone Shaker Znfdl,13.07,19.99,750.0,730.0,9541.099800109863,735.0,15273.649890899658,10634.909883499146,81.39999967813492,15884.819953918457,5732.550090789795,37.53228685833215,1.0068493150684932,1.6008269707779166
9165,ULTRA BEVERAGE COMPANY LLP,34998,Luiano Chianti Clsc,10.66,16.99,750.0,895.0,9540.699897766113,933.0,15712.669900894165,9329.469873428345,103.63999988138676,68054.7001876831,6171.970003128052,39.280211714858346,1.0424581005586593,1.646909563162465
10754,PERFECTA WINES,46599,Primaterra Primitivo,7.53,10.99,750.0,1266.0,9532.980076313019,1190.0,11970.099784851074,7062.979839324951,132.10999956727028,28720.519941329956,2437.1197085380554,20.360061756731433,0.9399684044233807,1.2556514006143435
9165,ULTRA BEVERAGE COMPANY LLP,17866,James Mitchell Cab Svgn,8.9,14.99,750.0,1071.0,9531.900234222412,958.0,11831.419916152954,6460.7898807525635,106.53999994695187,68054.7001876831,2299.519681930542,19.435703391704504,0.8944911297852475,1.2412446233621466
9552,M S WALKER INC,5710,Signatory Laphroaig 97 Cask,198.53,271.99,750.0,48.0,9529.4404296875,7.0,1903.929931640625,1903.929931640625,5.530000150203705,55551.819732666016,-7625.510498046875,-400.5142401157556,0.14583333333333334,0.19979451529065917
7239,REMY COINTREAU USA INC,675,Mount Gay 1703 Old Cask Slct,78.73,99.99,750.0,121.0,9526.330093383789,104.0,10728.959785461426,9889.039794921875,82.09000211954117,16978.669976234436,1202.6296920776367,11.209191907935878,0.859504132231405,1.1262427062980827
4425,MARTIGNETTI COMPANIES,25514,Elvio Cogno Barolo Cascina N,33.78,49.99,750.0,282.0,9525.959655761719,180.0,9034.200180053711,3929.22013092041,20.070000022649765,144929.24016594887,-491.7594757080078,-5.443309489574363,0.6382978723404256,0.9483769096785362
3924,HEAVEN HILL DISTILLERIES,1096,Evan Williams Egg Nog,5.55,6.99,750.0,1716.0,9523.799882888794,1725.0,12057.74975013733,4340.78985786438,1358.3000113368034,14069.870025634766,2533.949867248535,21.015114094731278,1.0052447552447552,1.2660650053978169
9165,ULTRA BEVERAGE COMPANY LLP,1963,Nikka Taketsuru Pure Malt 21,158.72,199.99,750.0,60.0,9523.200073242188,29.0,5799.710159301758,4599.770126342773,22.870000660419464,68054.7001876831,-3723.4899139404297,-64.20131026666185,0.48333333333333334,0.609008538589617
9815,WINE GROUP INC,15292,Flip Flop Chard,3.37,5.99,750.0,2825.0,9520.24975013733,2705.0,16039.949501991272,8028.48969078064,301.2999994903803,27100.410036087036,6519.699751853943,40.64663514710291,0.9575221238938053,1.6848244450477674
1392,CONSTELLATION BRANDS INC,39716,Ravenswood Vntrs Blnd Shiraz,5.4,7.99,750.0,1763.0,9520.200375080109,1799.0,15124.009720802307,10344.70975780487,199.1699992865324,79528.99032592773,5603.8093457221985,37.052405077566455,1.0204197390811118,1.5886230462533772
3252,E & J GALLO WINERY,25995,Gallo Cafe Znfdl Cal,6.57,9.99,1500.0,1449.0,9519.929590702057,1493.0,15163.069723129272,7536.579830169678,334.33999741077423,61966.90998840332,5643.140132427216,37.21634362611514,1.0303657694962043,1.592771204730208
10754,PERFECTA WINES,43489,Ken Forrester Petit Chenin B,8.05,11.99,750.0,1182.0,9515.099922180176,1251.0,15735.489957809448,7853.759857177734,139.24999995529652,28720.519941329956,6220.3900356292725,39.530958694693346,1.0583756345177664,1.65373880321837
9552,M S WALKER INC,38889,Justin Justification Paso R,21.7,33.99,750.0,438.0,9504.59984588623,165.0,7588.350231170654,5288.850193023682,18.249999925494194,55551.819732666016,-1916.2496147155762,-25.252519405920417,0.3767123287671233,0.7983871340417382
17035,PERNOD RICARD USA,6109,Plymouth Sloe Gin,26.18,32.99,750.0,363.0,9503.340087890625,119.0,3604.8099880218506,3169.9499893188477,93.90000230073929,123780.22020339966,-5898.530099868774,-163.62943177223076,0.3278236914600551,0.3793203184020724
6215,MOONLIGHT MEADERY,16568,Moonlight Meadery Sumptuous,8.84,12.99,375.0,1075.0,9503.000137329102,948.0,12314.519811630249,10586.849813461304,55.78999900445342,365.61000096797943,2811.5196743011475,22.830932243463145,0.881860465116279,1.295856006910608
3960,DIAGEO NORTH AMERICA INC,2782,The Gifted Horse,39.05,49.99,750.0,243.0,9489.150115966797,243.0,12147.570308685303,8448.310283660889,191.54000335931778,257032.06952285767,2658.420192718506,21.88437790574286,1.0,1.2801536660533328
3252,E & J GALLO WINERY,36579,Covey Run Rsl Columbia Vly,3.92,5.99,750.0,2420.0,9486.400121688843,2416.0,14471.839576721191,6547.069749832153,269.48000003397465,61966.90998840332,4985.439455032349,34.44924488419373,0.9983471074380166,1.525535439268906
12546,JIM BEAM BRANDS COMPANY,17458,Skinnygirl Rose Wine,6.03,8.99,750.0,1573.0,9485.190080165863,1600.0,15052.99967956543,9404.049772262573,177.44999930262566,123880.96989059448,5567.809599399567,36.98804037681548,1.0171646535282899,1.587000318638022
9165,ULTRA BEVERAGE COMPANY LLP,22598,Animo Cab Svgn,45.15,69.99,750.0,210.0,9481.499877929688,74.0,5179.25993347168,1049.849967956543,8.289999932050705,68054.7001876831,-4302.239944458008,-83.06669291985503,0.3523809523809524,0.5462490112484805
10754,PERFECTA WINES,10164,Andre Bourgogne Pnt Nr RSV,10.45,15.99,750.0,907.0,9478.150092124939,796.0,12986.039896011353,8475.809881210327,88.19999967515469,28720.519941329956,3507.8898038864136,27.012775503360793,0.8776185226019846,1.3701027911344215
1590,DIAGEO CHATEAU ESTATE WINES,22531,BV Coastal Estate Chard,6.16,8.99,750.0,1538.0,9474.079792022705,2123.0,19073.76965713501,7892.169797897339,236.52000018954277,7259.750034332275,9599.689865112305,50.329274378760815,1.3803641092327699,2.0132582874376217
480,BACARDI USA INC,4903,Bacardi Superior Rum,2.87,3.99,200.0,3300.0,9470.99983882904,9964.0,39756.360402822495,12895.680030822754,2092.4399627298117,89286.26965904236,30285.360563993454,76.17739716899072,3.0193939393939395,4.197694127269442
4950,LATITUDE BEVERAGE COMPANY,15837,Ninety+Cellars Lot 37 Shiraz,5.26,9.99,750.0,1800.0,9467.999872207642,1795.0,17389.049655914307,10638.139751434326,199.27999947965145,1609.9999957978725,7921.049783706665,45.55194182801464,0.9972222222222222,1.8366127894612787
9165,ULTRA BEVERAGE COMPANY LLP,25694,Cornerstone Pnt Gris 13 Napa,6.75,9.99,750.0,1400.0,9450.0,1393.0,13916.069787979126,5754.2398681640625,155.4499998986721,68054.7001876831,4466.069787979126,32.0928958824062,0.995,1.4725999775639287
9165,ULTRA BEVERAGE COMPANY LLP,41412,Crios Rose of Malbec,8.21,11.99,750.0,1151.0,9449.7097158432,1100.0,12892.999917984009,7466.6298542022705,122.20999969542027,68054.7001876831,3443.290202140808,26.706664267777423,0.9556907037358818,1.3643805265645201
7153,PINE STATE TRADING CO,8337,Marcati Limoncello,12.4,15.99,750.0,762.0,9448.799798965454,1046.0,12224.539903640747,4976.57991027832,823.8200090527534,15884.819953918457,2775.740104675293,22.706295096215555,1.372703412073491,1.293766421527865
9552,M S WALKER INC,25216,Castello D'Alba Vinho Tinta,9.67,14.99,750.0,977.0,9447.58999633789,950.0,8208.999870300293,3904.729902267456,105.87999965250492,55551.819732666016,-1238.5901260375977,-15.088197656315577,0.9723643807574207,0.8688988274768799
4425,MARTIGNETTI COMPANIES,21178,Sensi Dalcampo Chianti Rsva,9.03,13.99,750.0,1046.0,9445.380065917969,743.0,12456.569887161255,8422.9898853302,82.22999958693981,144929.24016594887,3011.189821243286,24.17350722165386,0.7103250478011472,1.318800281219879
4425,MARTIGNETTI COMPANIES,16692,Chartron Trebuchet Chard Bou,10.88,15.99,750.0,868.0,9443.839838981628,692.0,12105.079898834229,7428.759902954102,76.73999974131584,144929.24016594887,2661.2400598526,21.9844898347915,0.7972350230414746,1.281796399052398
7153,PINE STATE TRADING CO,10452,Line 39 Lk Cnty Petite Sirah,6.07,9.99,750.0,1555.0,9438.849561214447,1424.0,13834.759706497192,8736.999794006348,157.98999953269958,15884.819953918457,4395.910145282745,31.77438740203274,0.9157556270096463,1.4657252048328173
4425,MARTIGNETTI COMPANIES,18884,Hess Treo Winemaker's Blend,9.67,15.99,750.0,976.0,9437.920078277588,947.0,16431.52986907959,10819.779857635498,104.92999967932701,144929.24016594887,6993.609790802002,42.562134180593794,0.9702868852459017,1.7410117624219519
3252,E & J GALLO WINERY,24098,Gallo Copperidge Wh Znfdl,4.66,6.99,1500.0,2021.0,9417.85973739624,2041.0,14266.589582443237,2823.9599075317383,458.7500059604645,61966.90998840332,4848.729845046997,33.98660778055847,1.0098960910440375,1.5148441344686587
9165,ULTRA BEVERAGE COMPANY LLP,2920,Old Potrero 18th Century,46.15,69.99,750.0,204.0,9414.599899291992,399.0,20111.01039123535,10662.90034866333,314.47000354528427,68054.7001876831,10696.41049194336,53.186837875659386,1.9558823529411764,2.1361513613284577
480,BACARDI USA INC,4192,Havana Club Anejo Blanco Rum,15.03,19.99,750.0,626.0,9408.780073165894,179.0,3338.209972381592,2757.5199661254883,141.20000278949738,89286.26965904236,-6070.570100784302,-181.8510564346961,0.28594249201277955,0.35479732190810376
660,SAZERAC NORTH AMERICA INC.,1034,Mr Boston Holiday Nog,3.81,4.99,750.0,2469.0,9406.890165805817,2493.0,12440.069835662842,4575.829790115356,1962.9100200533867,17932.330037117004,3033.179669857025,24.382336352820072,1.0097205346294047,1.322442339220955
1392,CONSTELLATION BRANDS INC,12443,Kim Crawford Svgn Bl Marlbro,6.7,9.99,375.0,1404.0,9406.800128936768,1159.0,10072.409784317017,4738.529874801636,66.00999957323074,79528.99032592773,665.609655380249,6.608246384262674,0.8254985754985755,1.070758349944391
9552,M S WALKER INC,16458,Gerard Bertrand Corbieres Ro,8.55,14.99,750.0,1100.0,9404.999908447266,1070.0,14163.299835205078,8966.209844589233,118.61999949812889,55551.819732666016,4758.2999267578125,33.595983860557126,0.9727272727272728,1.5059330114914793
3664,WILLIAM GRANT & SONS INC,2923,Balvenie 12 Yr Single Barrel,53.43,69.99,750.0,176.0,9403.67961883545,218.0,16237.819633483887,12578.30963897705,171.9800037741661,30234.420093536377,6834.1400146484375,42.08779361334824,1.2386363636363635,1.7267516856869245
4425,MARTIGNETTI COMPANIES,45035,Hess Clctn 19 Block Cuvee,22.87,35.99,750.0,411.0,9399.570079803467,422.0,15043.780559539795,9812.25046157837,46.729999884963036,144929.24016594887,5644.210479736328,37.518564282414594,1.02676399026764,1.6004753868332604
9206,PHILLIPS PRODUCTS CO.,5748,Trader Vics Chocolate Liquer,9.55,12.99,750.0,984.0,9397.199893951416,700.0,9143.999885559082,7010.639877319336,551.8700110912323,2211.830000281334,-253.20000839233398,-2.7690289978262927,0.7113821138211383,0.9730558026593317
3252,E & J GALLO WINERY,1845,Cluny Scotch Whiskey,11.27,15.99,1750.0,833.0,9387.910285949707,1315.0,23602.849899291992,13579.42982673645,2416.710037469864,61966.90998840332,14214.939613342285,60.22552223140091,1.5786314525810323,2.5141750592372927
8352,LUXCO INC,1078,Ezra Brooks Bourbon Cream,9.77,12.99,750.0,960.0,9379.199951171875,622.0,8079.779962539673,3884.009931564331,489.68000489473343,10261.599949359894,-1299.4199886322021,-16.08236851321088,0.6479166666666667,0.8614572676350879
3960,DIAGEO NORTH AMERICA INC,2654,Tanqueray Bloomsbury,22.47,28.99,1000.0,417.0,9369.990028381348,1591.0,46123.089754104614,32410.819744110107,1670.5499465465546,257032.06952285767,36753.09972572327,79.68481713099568,3.815347721822542,4.92242677040205
3252,E & J GALLO WINERY,5381,E&J Peach Brandy,0.73,0.99,50.0,12831.0,9366.629916191101,15095.0,14944.050008296967,4911.390047311783,783.2599922157824,61966.90998840332,5577.4200921058655,37.32201169702504,1.1764476658093679,1.5954564386562098
